Round,Gender,Surface,Name,Country,City,winner_ranking,loser_ranking,winner_h2h,loser_h2h,winner_total_losses,loser_total_losses,winner_surface_losses,loser_surface_losses,winner_total_wins,loser_total_wins,winner_surface_wins,loser_surface_wins,prediction
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
SF,Male,Clay,Hamburg,Germany,Hamburg,149,5,2,3,445,132,3144,572,25099,2692,8332,756,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,Beijing,China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
QF,Male,Hard,"China Open",China,Beijing,149,5,2,3,445,132,2603,521,25099,2692,6019,579,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,B†stad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Bastad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Båstad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Båstad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
SF,Male,Clay,Båstad,NULL,Bastad,231,5,2,0,441,132,3595,572,19449,2692,7758,756,1
